video_path,filename,class_name,group_id,split
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g10_c03.avi,v_Archery_g10_c03.avi,Archery,10,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g10_c04.avi,v_Archery_g10_c04.avi,Archery,10,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g10_c05.avi,v_Archery_g10_c05.avi,Archery,10,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g10_c06.avi,v_Archery_g10_c06.avi,Archery,10,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g10_c07.avi,v_Archery_g10_c07.avi,Archery,10,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c01.avi,v_Archery_g11_c01.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c02.avi,v_Archery_g11_c02.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c03.avi,v_Archery_g11_c03.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c04.avi,v_Archery_g11_c04.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c05.avi,v_Archery_g11_c05.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c06.avi,v_Archery_g11_c06.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g11_c07.avi,v_Archery_g11_c07.avi,Archery,11,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g12_c01.avi,v_Archery_g12_c01.avi,Archery,12,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g12_c02.avi,v_Archery_g12_c02.avi,Archery,12,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g12_c03.avi,v_Archery_g12_c03.avi,Archery,12,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g12_c04.avi,v_Archery_g12_c04.avi,Archery,12,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c01.avi,v_Archery_g13_c01.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c02.avi,v_Archery_g13_c02.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c03.avi,v_Archery_g13_c03.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c04.avi,v_Archery_g13_c04.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c05.avi,v_Archery_g13_c05.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c06.avi,v_Archery_g13_c06.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g13_c07.avi,v_Archery_g13_c07.avi,Archery,13,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g14_c01.avi,v_Archery_g14_c01.avi,Archery,14,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g14_c02.avi,v_Archery_g14_c02.avi,Archery,14,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g14_c03.avi,v_Archery_g14_c03.avi,Archery,14,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g14_c04.avi,v_Archery_g14_c04.avi,Archery,14,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c01.avi,v_Archery_g15_c01.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c02.avi,v_Archery_g15_c02.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c03.avi,v_Archery_g15_c03.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c04.avi,v_Archery_g15_c04.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c05.avi,v_Archery_g15_c05.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c06.avi,v_Archery_g15_c06.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g15_c07.avi,v_Archery_g15_c07.avi,Archery,15,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g16_c01.avi,v_Archery_g16_c01.avi,Archery,16,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g16_c02.avi,v_Archery_g16_c02.avi,Archery,16,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g16_c03.avi,v_Archery_g16_c03.avi,Archery,16,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g16_c04.avi,v_Archery_g16_c04.avi,Archery,16,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g16_c05.avi,v_Archery_g16_c05.avi,Archery,16,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g17_c01.avi,v_Archery_g17_c01.avi,Archery,17,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g17_c02.avi,v_Archery_g17_c02.avi,Archery,17,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g17_c03.avi,v_Archery_g17_c03.avi,Archery,17,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g17_c04.avi,v_Archery_g17_c04.avi,Archery,17,test
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c01.avi,v_Archery_g18_c01.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c02.avi,v_Archery_g18_c02.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c03.avi,v_Archery_g18_c03.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c04.avi,v_Archery_g18_c04.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c05.avi,v_Archery_g18_c05.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c06.avi,v_Archery_g18_c06.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g18_c07.avi,v_Archery_g18_c07.avi,Archery,18,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g19_c01.avi,v_Archery_g19_c01.avi,Archery,19,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g19_c02.avi,v_Archery_g19_c02.avi,Archery,19,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g19_c03.avi,v_Archery_g19_c03.avi,Archery,19,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g19_c04.avi,v_Archery_g19_c04.avi,Archery,19,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c01.avi,v_Archery_g20_c01.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c02.avi,v_Archery_g20_c02.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c03.avi,v_Archery_g20_c03.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c04.avi,v_Archery_g20_c04.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c05.avi,v_Archery_g20_c05.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c06.avi,v_Archery_g20_c06.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g20_c07.avi,v_Archery_g20_c07.avi,Archery,20,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g21_c01.avi,v_Archery_g21_c01.avi,Archery,21,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g21_c02.avi,v_Archery_g21_c02.avi,Archery,21,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g21_c03.avi,v_Archery_g21_c03.avi,Archery,21,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g21_c04.avi,v_Archery_g21_c04.avi,Archery,21,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g22_c01.avi,v_Archery_g22_c01.avi,Archery,22,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g22_c02.avi,v_Archery_g22_c02.avi,Archery,22,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g22_c03.avi,v_Archery_g22_c03.avi,Archery,22,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g22_c04.avi,v_Archery_g22_c04.avi,Archery,22,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g22_c05.avi,v_Archery_g22_c05.avi,Archery,22,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c01.avi,v_Archery_g23_c01.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c02.avi,v_Archery_g23_c02.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c03.avi,v_Archery_g23_c03.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c04.avi,v_Archery_g23_c04.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c05.avi,v_Archery_g23_c05.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c06.avi,v_Archery_g23_c06.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g23_c07.avi,v_Archery_g23_c07.avi,Archery,23,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g24_c01.avi,v_Archery_g24_c01.avi,Archery,24,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g24_c02.avi,v_Archery_g24_c02.avi,Archery,24,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g24_c03.avi,v_Archery_g24_c03.avi,Archery,24,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g24_c04.avi,v_Archery_g24_c04.avi,Archery,24,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g24_c05.avi,v_Archery_g24_c05.avi,Archery,24,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g24_c06.avi,v_Archery_g24_c06.avi,Archery,24,val
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c01.avi,v_Archery_g25_c01.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c02.avi,v_Archery_g25_c02.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c03.avi,v_Archery_g25_c03.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c04.avi,v_Archery_g25_c04.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c05.avi,v_Archery_g25_c05.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c06.avi,v_Archery_g25_c06.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Archery\v_Archery_g25_c07.avi,v_Archery_g25_c07.avi,Archery,25,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c01.avi,v_Basketball_g01_c01.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c02.avi,v_Basketball_g01_c02.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c03.avi,v_Basketball_g01_c03.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c04.avi,v_Basketball_g01_c04.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c05.avi,v_Basketball_g01_c05.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c06.avi,v_Basketball_g01_c06.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g01_c07.avi,v_Basketball_g01_c07.avi,Basketball,01,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g02_c01.avi,v_Basketball_g02_c01.avi,Basketball,02,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g02_c02.avi,v_Basketball_g02_c02.avi,Basketball,02,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g02_c03.avi,v_Basketball_g02_c03.avi,Basketball,02,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g02_c04.avi,v_Basketball_g02_c04.avi,Basketball,02,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g02_c05.avi,v_Basketball_g02_c05.avi,Basketball,02,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g02_c06.avi,v_Basketball_g02_c06.avi,Basketball,02,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g03_c01.avi,v_Basketball_g03_c01.avi,Basketball,03,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g03_c02.avi,v_Basketball_g03_c02.avi,Basketball,03,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g03_c03.avi,v_Basketball_g03_c03.avi,Basketball,03,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g03_c04.avi,v_Basketball_g03_c04.avi,Basketball,03,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g03_c05.avi,v_Basketball_g03_c05.avi,Basketball,03,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g03_c06.avi,v_Basketball_g03_c06.avi,Basketball,03,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g04_c01.avi,v_Basketball_g04_c01.avi,Basketball,04,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g04_c02.avi,v_Basketball_g04_c02.avi,Basketball,04,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g04_c03.avi,v_Basketball_g04_c03.avi,Basketball,04,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g04_c04.avi,v_Basketball_g04_c04.avi,Basketball,04,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g05_c01.avi,v_Basketball_g05_c01.avi,Basketball,05,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g05_c02.avi,v_Basketball_g05_c02.avi,Basketball,05,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g05_c03.avi,v_Basketball_g05_c03.avi,Basketball,05,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g05_c04.avi,v_Basketball_g05_c04.avi,Basketball,05,train
C:\Users\varun\OneDrive\Desktop\action-recognition-nlp\data\raw_videos\Basketball\v_Basketball_g06_c01.avi,v_Basketball_g06_c01.avi,Basketball,06,val
